"Desenvolvedor","Data","EhAutor","Variabilidades"
"Bastien Nocera","2006-07-01","Colaborador",1
"Bastien Nocera","2006-08-01","Colaborador",3
"Bastien Nocera","2006-09-01","Autor",1
"Bastien Nocera","2006-09-01","Colaborador",10
"Bastien Nocera","2006-10-01","Colaborador",12
"Bastien Nocera","2006-11-01","Colaborador",4
"Bastien Nocera","2006-12-01","Colaborador",5
"Bastien Nocera","2007-01-01","Colaborador",13
"Bastien Nocera","2007-02-01","Colaborador",2
"Bastien Nocera","2007-03-01","Colaborador",6
"Bastien Nocera","2007-04-01","Colaborador",6
"Bastien Nocera","2007-05-01","Colaborador",2
"Bastien Nocera","2007-06-01","Colaborador",3
"Bastien Nocera","2007-07-01","Colaborador",1
"Bastien Nocera","2007-08-01","Autor",1
"Bastien Nocera","2007-08-01","Colaborador",6
"Bastien Nocera","2007-09-01","Colaborador",4
"Bastien Nocera","2007-10-01","Autor",1
"Bastien Nocera","2007-10-01","Colaborador",3
"Bastien Nocera","2007-11-01","Autor",3
"Bastien Nocera","2007-11-01","Colaborador",1
"Bastien Nocera","2007-12-01","Colaborador",7
"Bastien Nocera","2008-01-01","Colaborador",2
"Bastien Nocera","2008-02-01","Colaborador",3
"Bastien Nocera","2008-03-01","Colaborador",2
"Bastien Nocera","2008-04-01","Colaborador",1
"Bastien Nocera","2008-05-01","Colaborador",2
"Bastien Nocera","2008-06-01","Colaborador",4
"Bastien Nocera","2008-07-01","Colaborador",2
"Bastien Nocera","2008-08-01","Colaborador",3
"Bastien Nocera","2008-09-01","Colaborador",1
"Bastien Nocera","2008-10-01","Colaborador",9
"Bastien Nocera","2008-11-01","Colaborador",1
"Bastien Nocera","2008-12-01","Colaborador",2
"Bastien Nocera","2009-01-01","Colaborador",1
"Bastien Nocera","2009-02-01","Colaborador",1
"Bastien Nocera","2009-03-01","Autor",1
"Bastien Nocera","2009-03-01","Colaborador",1
"Bastien Nocera","2009-04-01","Colaborador",2
"Bastien Nocera","2009-05-01","Colaborador",2
"Bastien Nocera","2009-06-01","Colaborador",1
"Bastien Nocera","2009-07-01","Colaborador",1
"Bastien Nocera","2009-08-01","Colaborador",1
"Bastien Nocera","2009-09-01","Colaborador",3
"Bastien Nocera","2009-10-01","Colaborador",1
"Bastien Nocera","2009-11-01","Colaborador",5
"Bastien Nocera","2009-12-01","Colaborador",2
"Bastien Nocera","2010-01-01","Colaborador",2
"Bastien Nocera","2010-02-01","Colaborador",1
"Bastien Nocera","2010-03-01","Colaborador",1
"Bastien Nocera","2010-04-01","Colaborador",3
"Bastien Nocera","2010-05-01","Colaborador",1
"Bastien Nocera","2010-06-01","Autor",2
"Bastien Nocera","2010-06-01","Colaborador",5
"Bastien Nocera","2010-08-01","Colaborador",1
"Bastien Nocera","2010-09-01","Colaborador",1
"Bastien Nocera","2010-10-01","Colaborador",2
"Bastien Nocera","2010-11-01","Colaborador",1
"Bastien Nocera","2010-12-01","Colaborador",1
"Bastien Nocera","2011-01-01","Colaborador",2
"Bastien Nocera","2011-02-01","Colaborador",1
"Bastien Nocera","2011-03-01","Colaborador",1
"Bastien Nocera","2011-04-01","Colaborador",4
"Bastien Nocera","2011-06-01","Colaborador",2
"Bastien Nocera","2011-07-01","Colaborador",1
"Bastien Nocera","2011-09-01","Colaborador",1
"Bastien Nocera","2011-10-01","Colaborador",1
"Bastien Nocera","2011-11-01","Colaborador",1
"Bastien Nocera","2011-12-01","Colaborador",6
"Bastien Nocera","2012-01-01","Colaborador",2
"Bastien Nocera","2012-03-01","Colaborador",4
"Bastien Nocera","2012-04-01","Colaborador",1
"Bastien Nocera","2012-05-01","Colaborador",1
"Bastien Nocera","2012-06-01","Colaborador",1
"Bastien Nocera","2012-07-01","Colaborador",2
"Bastien Nocera","2012-08-01","Colaborador",1
"Bastien Nocera","2012-09-01","Colaborador",1
"Bastien Nocera","2012-10-01","Colaborador",1
"Bastien Nocera","2012-11-01","Colaborador",1
"Bastien Nocera","2012-12-01","Colaborador",1
"Bastien Nocera","2013-01-01","Colaborador",1
"Bastien Nocera","2013-02-01","Colaborador",1
"Bastien Nocera","2013-03-01","Colaborador",5
"Bastien Nocera","2013-04-01","Colaborador",1
"Bastien Nocera","2013-05-01","Colaborador",1
"Bastien Nocera","2013-07-01","Colaborador",1
"Bastien Nocera","2013-08-01","Colaborador",1
"Bastien Nocera","2013-09-01","Colaborador",1
"Bastien Nocera","2013-10-01","Colaborador",1
"Bastien Nocera","2013-11-01","Colaborador",1
"Bastien Nocera","2013-12-01","Colaborador",1
"Bastien Nocera","2014-01-01","Colaborador",1
"Bastien Nocera","2014-02-01","Colaborador",1
"Bastien Nocera","2014-03-01","Colaborador",1
"Bastien Nocera","2014-04-01","Colaborador",26
"Bastien Nocera","2014-05-01","Colaborador",1
"Bastien Nocera","2014-06-01","Colaborador",1
"Bastien Nocera","2014-07-01","Colaborador",1
"Bastien Nocera","2014-08-01","Colaborador",1
"Bastien Nocera","2014-09-01","Colaborador",1
"Bastien Nocera","2014-10-01","Colaborador",1
"Bastien Nocera","2014-11-01","Colaborador",1
"Bastien Nocera","2014-12-01","Colaborador",1
"Bastien Nocera","2015-01-01","Colaborador",1
"Bastien Nocera","2015-02-01","Colaborador",1
"Bastien Nocera","2015-03-01","Colaborador",1
"Bastien Nocera","2015-04-01","Colaborador",1
"Bastien Nocera","2015-05-01","Colaborador",1
"Bastien Nocera","2015-08-01","Colaborador",2
"Bastien Nocera","2015-09-01","Colaborador",1
"Bastien Nocera","2015-11-01","Colaborador",1
"Bastien Nocera","2015-12-01","Colaborador",1
"Bastien Nocera","2016-01-01","Colaborador",1
"Bastien Nocera","2016-03-01","Colaborador",1
"Bastien Nocera","2016-04-01","Colaborador",1
"Bastien Nocera","2016-06-01","Colaborador",1
"Bastien Nocera","2016-10-01","Colaborador",1
"Bastien Nocera","2016-11-01","Colaborador",1
"Bastien Nocera","2016-12-01","Colaborador",1
"Bastien Nocera","2017-04-01","Colaborador",1
"Bastien Nocera","2017-05-01","Colaborador",1
"Bastien Nocera","2017-06-01","Colaborador",1
"Bastien Nocera","2017-07-01","Autor",4
"Bastien Nocera","2017-08-01","Colaborador",1
"Bastien Nocera","2017-09-01","Colaborador",1
"Bastien Nocera","2018-05-01","Autor",1
"Bastien Nocera","2018-06-01","Colaborador",1
"Bastien Nocera","2018-11-01","Colaborador",1
"Bastien Nocera","2018-12-01","Colaborador",1
"Bastien Nocera","2019-01-01","Colaborador",1
"Bastien Nocera","2019-02-01","Colaborador",2
"Bastien Nocera","2019-05-01","Colaborador",1
"Bastien Nocera","2019-07-01","Colaborador",1
"Bastien Nocera","2019-09-01","Colaborador",2
"Bastien Nocera","2019-10-01","Colaborador",1
"Bastien Nocera","2019-11-01","Colaborador",1
"Bastien Nocera","2019-12-01","Colaborador",1
"Bastien Nocera","2020-02-01","Colaborador",1
"Bastien Nocera","2020-03-01","Colaborador",1
"Bastien Nocera","2020-04-01","Autor",1
"Bastien Nocera","2020-07-01","Colaborador",1
"Bastien Nocera","2020-08-01","Colaborador",2
"Bastien Nocera","2020-09-01","Colaborador",1
"Brian Cameron","2009-01-01","Autor",1
"Christian Fredrik Kalager Schaller","2005-02-01","Autor",1
"Christian Persch","2006-08-01","Autor",1
"Christian Persch","2006-10-01","Autor",1
"Christian Persch","2006-11-01","Autor",1
"Christian Persch","2007-01-01","Autor",1
"Christian Persch","2007-02-01","Autor",2
"Christian Persch","2007-07-01","Autor",1
"Christian Persch","2008-05-01","Autor",16
"Christian Persch","2008-11-01","Autor",1
"Christian Persch","2009-03-01","Autor",1
"Christian Persch","2009-04-01","Autor",1
"Christian Persch","2009-06-01","Autor",1
"Christian Persch","2009-09-01","Autor",1
"Christian Persch","2009-11-01","Autor",1
"Cosimo Cecchi","2008-11-01","Autor",1
"Frederic Crozat","2003-09-01","Autor",1
"Frederic Crozat","2007-07-01","Autor",1
"Guillaume Desmottes","2008-05-01","Autor",1
"Ignacio Casal Quinteiro","2011-02-01","Autor",1
"James Livingston","2007-11-01","Autor",1
"James Willcox","2002-09-01","Autor",2
"Jan Arne Petersen","2007-04-01","Autor",1
"Javier Jardon","2010-02-01","Autor",1
"Jon Trowbridge","2004-01-01","Autor",1
"Jonathan Matthew","2007-07-01","Autor",2
"Jonathan Matthew","2007-08-01","Autor",1
"Julien Moutte","2003-04-01","Colaborador",1
"Julien Moutte","2003-05-01","Colaborador",1
"Julien Moutte","2003-07-01","Colaborador",1
"Julien Moutte","2003-09-01","Colaborador",1
"Julien Moutte","2003-12-01","Colaborador",1
"Julien Moutte","2004-01-01","Colaborador",1
"Julien Moutte","2004-02-01","Colaborador",1
"Kjartan Maraas","2007-11-01","Autor",1
"Mark Mcloughlin","2004-08-01","Autor",1
"Mathias Hasselmann","2007-11-01","Autor",1
"Mathias Hasselmann","2007-12-01","Autor",1
"Matthias Clasen","2010-10-01","Autor",1
"Matthieu Gautier","2015-07-01","Autor",1
"Philip Withnall","2007-05-01","Colaborador",1
"Philip Withnall","2007-06-01","Autor",3
"Philip Withnall","2007-06-01","Colaborador",1
"Philip Withnall","2007-10-01","Colaborador",1
"Philip Withnall","2007-11-01","Colaborador",1
"Philip Withnall","2007-12-01","Colaborador",1
"Philip Withnall","2008-01-01","Autor",1
"Philip Withnall","2008-02-01","Autor",1
"Philip Withnall","2008-03-01","Colaborador",1
"Philip Withnall","2008-04-01","Colaborador",1
"Philip Withnall","2008-05-01","Colaborador",1
"Philip Withnall","2008-09-01","Colaborador",1
"Philip Withnall","2008-10-01","Colaborador",1
"Philip Withnall","2008-11-01","Colaborador",1
"Philip Withnall","2008-12-01","Colaborador",2
"Philip Withnall","2009-01-01","Autor",1
"Philip Withnall","2009-01-01","Colaborador",1
"Philip Withnall","2009-02-01","Colaborador",1
"Philip Withnall","2009-03-01","Colaborador",1
"Philip Withnall","2009-04-01","Autor",1
"Philip Withnall","2009-06-01","Colaborador",1
"Philip Withnall","2009-07-01","Autor",2
"Philip Withnall","2009-07-01","Colaborador",1
"Philip Withnall","2009-08-01","Colaborador",1
"Philip Withnall","2009-09-01","Colaborador",1
"Philip Withnall","2009-11-01","Autor",1
"Philip Withnall","2010-02-01","Colaborador",1
"Philip Withnall","2010-04-01","Autor",1
"Philip Withnall","2010-04-01","Colaborador",1
"Philip Withnall","2010-06-01","Colaborador",1
"Philip Withnall","2010-07-01","Colaborador",1
"Philip Withnall","2010-08-01","Colaborador",1
"Philip Withnall","2010-09-01","Colaborador",1
"Philip Withnall","2010-12-01","Colaborador",1
"Philip Withnall","2011-01-01","Colaborador",1
"Philip Withnall","2011-02-01","Colaborador",1
"Philip Withnall","2011-04-01","Colaborador",1
"Philip Withnall","2011-06-01","Autor",1
"Philip Withnall","2011-06-01","Colaborador",1
"Philip Withnall","2011-07-01","Colaborador",1
"Philip Withnall","2011-12-01","Autor",1
"Philip Withnall","2012-12-01","Autor",1
"Philip Withnall","2013-08-01","Autor",1
"Philip Withnall","2013-09-01","Colaborador",1
"Philip Withnall","2014-01-01","Autor",1
"Philip Withnall","2016-11-01","Autor",1
"Robert Roth","2019-10-01","Autor",1
"Robin Stocker","2009-11-01","Autor",1
"Ronald Bultje","2004-09-01","Colaborador",1
"Ronald Bultje","2004-10-01","Colaborador",3
"Ronald Bultje","2004-11-01","Colaborador",1
"Ronald Bultje","2004-12-01","Colaborador",1
"Ronald Bultje","2005-01-01","Colaborador",4
"Ronald Bultje","2005-02-01","Colaborador",1
"Ronald Bultje","2005-03-01","Autor",1
"Ronald Bultje","2005-03-01","Colaborador",2
"Ronald Bultje","2005-04-01","Colaborador",1
"Ronald Bultje","2005-05-01","Colaborador",1
"Ronald Bultje","2005-06-01","Colaborador",1
"Ronald Bultje","2005-07-01","Autor",2
"Ronald Bultje","2005-07-01","Colaborador",1
"Ronald Bultje","2005-08-01","Autor",3
"Ronald Bultje","2005-11-01","Colaborador",1
"Ronald Bultje","2006-01-01","Colaborador",2
"Ronald Bultje","2006-02-01","Colaborador",1
"Takao Fujiwara","2007-12-01","Autor",1
"Tim-Philipp Muller","2005-11-01","Colaborador",1
"Tim-Philipp Muller","2005-12-01","Colaborador",3
"Tim-Philipp Muller","2006-01-01","Colaborador",1
"Tim-Philipp Muller","2006-02-01","Colaborador",1
"Tim-Philipp Muller","2007-01-01","Autor",3
"Tim-Philipp Muller","2007-02-01","Autor",2
"Tim-Philipp Muller","2007-03-01","Autor",1
"Tim-Philipp Muller","2011-03-01","Colaborador",1
"Yosef Or Boczko","2013-07-01","Autor",1
