"Desenvolvedor","Data","EhAutor","Variabilidades"
"Thomas E. Dickey","2016-09-01","Autor",1
"Thomas E. Dickey","2016-10-01","Autor",24
"Thomas E. Dickey","2016-11-01","Autor",1
"Thomas E. Dickey","2016-12-01","Autor",1
"Thomas E. Dickey","2017-01-01","Autor",2
"Thomas E. Dickey","2017-05-01","Autor",7
"Thomas E. Dickey","2017-06-01","Autor",2
"Thomas E. Dickey","2017-09-01","Autor",1
"Thomas E. Dickey","2017-11-01","Autor",2
"Thomas E. Dickey","2017-12-01","Autor",3
"Thomas E. Dickey","2018-02-01","Autor",2
"Thomas E. Dickey","2018-04-01","Autor",2
"Thomas E. Dickey","2018-05-01","Autor",1
"Thomas E. Dickey","2018-06-01","Autor",6
"Thomas E. Dickey","2018-07-01","Autor",1
"Thomas E. Dickey","2018-08-01","Autor",4
"Thomas E. Dickey","2018-09-01","Autor",8
"Thomas E. Dickey","2018-11-01","Autor",1
"Thomas E. Dickey","2018-12-01","Autor",6
"Thomas E. Dickey","2019-01-01","Autor",1
"Thomas E. Dickey","2019-02-01","Autor",2
"Thomas E. Dickey","2019-03-01","Autor",2
"Thomas E. Dickey","2019-04-01","Autor",1
"Thomas E. Dickey","2019-05-01","Autor",2
"Thomas E. Dickey","2019-06-01","Autor",7
"Thomas E. Dickey","2019-07-01","Autor",2
"Thomas E. Dickey","2019-08-01","Autor",1
"Thomas E. Dickey","2019-09-01","Autor",3
"Thomas E. Dickey","2019-10-01","Autor",1
"Thomas E. Dickey","2019-11-01","Autor",1
"Thomas E. Dickey","2020-01-01","Autor",1
"Thomas E. Dickey","2020-02-01","Autor",1
"Thomas E. Dickey","2020-03-01","Autor",1
"Thomas E. Dickey","2020-04-01","Autor",2
"Thomas E. Dickey","2020-05-01","Autor",1
"Thomas E. Dickey","2020-06-01","Autor",4
"Thomas E. Dickey","2020-07-01","Autor",3
"Thomas E. Dickey","2020-08-01","Autor",1
"Thomas E. Dickey","2020-09-01","Autor",13
"Thomas E. Dickey","2020-10-01","Autor",4
"Thomas E. Dickey","2020-11-01","Autor",1
"Thomas E. Dickey","2020-12-01","Autor",2
