"Variabilidades","Desenvolvedor","Valor","Total"
"(!  (yyoverflow)      && (!  (__cplusplus) 	 || ( (YYSTYPE_IS_TRIVIAL) && YYSTYPE_IS_TRIVIAL)))",1,"2010-07-01",1034
"(!  (yyoverflow) \",1,"2010-07-01",1034
"(!  yyoverflow \",1,"2010-07-01",1034
"(! (__STDC__) &&  (sparc)) ||  (__sparc__)",1,"2010-07-01",1034
"(! (__STDC__) &&  (sparc)) ||  (__sparc__) ||  (__sparc)",1,"2010-07-01",1034
"(! (__STDC__) &&  (sparc)) ||  (__sparc__) ||  (__sparc) ||  (__sgi)",1,"2010-07-01",1034
"(! (__STDC__) &&  (sparc)) ||  (__sparc__) ||  (__sparc) ||  (__sgi) || ( (__sun) &&  (__i386))",1,"2010-07-01",1034
"(!(MSDOS)) && (!(atarist))",1,"2010-07-01",1034
"(!(VMS)) || (NO_TTY_FWRITE)",1,"2010-07-01",1034
"((__alpha) && (__osf__)) || (_CRAY)",1,"2010-07-01",1034
"((__alpha) && (__osf__)) || (_CRAY) || (_MIPS_SZLONG == 64)",1,"2010-07-01",1034
"(atarist)",1,"2010-07-01",1034
"(atarist) || (__svr4__)",1,"2010-07-01",1034
"(atarist) || (__svr4__) || (__osf__)",1,"2010-07-01",1034
"(atarist) || (__svr4__) || (__osf__) || (__bsdi__)",1,"2010-07-01",1034
"(BITOPS) || (NONDECDATA)",1,"2010-07-01",1034
"(BSD) && !(VPRINTF)",1,"2010-07-01",1034
"(CRAY) &&  (CRAY_STACKSEG_END)",1,"2010-07-01",1034
"(defined __STDC__ || defined __C99__FUNC__ \",1,"2010-07-01",1034
"(emacs) ||  (CONFIG_BROKETS)",1,"2010-07-01",1034
"(F_GETFL) && (O_APPEND)",1,"2010-07-01",1034
"(GAWK_AIX)",1,"2010-07-01",1034
"(GAWK) && (VMS_EXT)",1,"2010-07-01",1034
"(GAWK) ||  (USG) ||  (POSIX) ||  (STDC_HEADERS)",1,"2010-07-01",1034
"(GAWKDEBUG) || (ARRAYDEBUG) /* || ... */",1,"2010-07-01",1034
"(HASDOPRNT) && (NOVPRINTF)",1,"2010-07-01",1034
"(HAVE_FCNTL_H)",1,"2010-07-01",1034
"(HAVE_GETGROUPS) && (NGROUPS_MAX) && NGROUPS_MAX > 0",1,"2010-07-01",1034
"(HAVE_LOCALE_H)",1,"2010-07-01",1034
"(HAVE_MADVISE) && (MADV_SEQUENTIAL)",1,"2010-07-01",1034
"(HAVE_MKSTEMP)",1,"2010-07-01",1034
"(HAVE_MKTIME) || (GAWK)",1,"2010-07-01",1034
"(HAVE_POPEN_H)",1,"2010-07-01",1034
"(HAVE_SOCKETS) && ! (HAVE_GETADDRINFO)",1,"2010-07-01",1034
"(HAVE_STRING_H) ||  (STDC_HEADERS) ||  (_LIBC)",1,"2010-07-01",1034
"(HAVE_STRING_H) || (STDC_HEADERS)",1,"2010-07-01",1034
"(HAVE_SYS_PARAM_H) && !(PATH_MAX) && !(MAXPATHLEN)",1,"2010-07-01",1034
"(HPUX_EXT) && ! (MAILHEADER_EXT)",1,"2010-07-01",1034
"(i860) || (_AIX) || (hpux) || (VMS)",1,"2010-07-01",1034
"(ISO_DATE_EXT)",1,"2010-07-01",1034
"(LC_COLLATE)",1,"2010-07-01",1034
"(LC_CTYPE)",1,"2010-07-01",1034
"(LC_MESSAGES)",1,"2010-07-01",1034
"(LC_NUMERIC)",1,"2010-07-01",1034
"(LC_NUMERIC) && (HAVE_LOCALE_H)",1,"2010-07-01",1034
"(LC_TIME)",1,"2010-07-01",1034
"(LIBC_SCCS) && !(lint)",1,"2010-07-01",1034
"(MATCH_MAY_ALLOCATE)",1,"2010-07-01",1034
"(MAX_LEN <= 0) || !(HAVE_SNPRINTF)",1,"2010-07-01",1034
"(MEMCOPY) || (MEMMOVE)",1,"2010-07-01",1034
"(MSDOS)",1,"2010-07-01",1034
"(MSDOS) && ! (__GO32__)",1,"2010-07-01",1034
"(MSDOS) && ! (__TURBOC__)",1,"2010-07-01",1034
"(MSDOS) || (atarist)",1,"2010-07-01",1034
"(MSDOS) || (OS2)",1,"2010-07-01",1034
"(MSDOS) || (OS2) || (__EMX__)",1,"2010-07-01",1034
"(MSDOS) || (OS2) || (atarist)",1,"2010-07-01",1034
"(MSDOS) || (OS2) || (VMS)",1,"2010-07-01",1034
"(MSDOS) || (OS2) || (WIN32)",1,"2010-07-01",1034
"(MSDOS) || (OS2) || (WIN32) \",1,"2010-07-01",1034
"(MSDOS) || (OS2) || (WIN32) || (__EMX__)",1,"2010-07-01",1034
"(MSDOS) || (OS2) || (WIN32) || (__EMX__) || (__CYGWIN__)",1,"2010-07-01",1034
"(MSDOS) || (OS2) || (WIN32) || (TANDEM)",1,"2010-07-01",1034
"(MSDOS) || (USG)",1,"2010-07-01",1034
"(MSDOS) || (WIN32) || (TANDEM)",1,"2010-07-01",1034
"(NGROUPS_MAX) && NGROUPS_MAX > 0",1,"2010-07-01",1034
"(OS2)",1,"2010-07-01",1034
"(OS2)	/* OS/2, but not family mode */",1,"2010-07-01",1034
"(OS2) && (_MSC_VER != 510)",1,"2010-07-01",1034
"(OS2) || (MSDOS) || (AMIGA) || (atarist)",1,"2010-07-01",1034
"(POSIX2_DATE)",1,"2010-07-01",1034
"(POSIX2_DATE) && ! (SYSV_EXT)",1,"2010-07-01",1034
"(RANDOM_MISSING)",1,"2010-07-01",1034
"(REL_ALLOC) &&  (REGEX_MALLOC)",1,"2010-07-01",1034
"(SOLARIS) || (mips)",1,"2010-07-01",1034
"(sparc) && !(__GNUC__)",1,"2010-07-01",1034
"(STDC_HEADERS)",1,"2010-07-01",1034
"(STDC_HEADERS) && !(emacs)",1,"2010-07-01",1034
"(STDC_HEADERS) ||  (_LIBC)",1,"2010-07-01",1034
"(STDC_HEADERS) || (__GNU_LIBRARY__) ||  (LIBC)",1,"2010-07-01",1034
"(STDC_HEADERS) || (! (isascii) && ! (HAVE_ISASCII))",1,"2010-07-01",1034
"(STRICT) || (NO_DEV_FD)",1,"2010-07-01",1034
"(TANDEM)",1,"2010-07-01",1034
"(TM_IN_SYS_TIME) || ! (GAWK)",1,"2010-07-01",1034
"(unix) || (MSDOS) /* || (gnu) */",1,"2010-07-01",1034
"(USG) || (MSDOS)",1,"2010-07-01",1034
"(VAXC)",1,"2010-07-01",1034
"(VAXC) || ((__GNUC__) && !(__alpha))",1,"2010-07-01",1034
"(VMS) || (OS2) ||  (MSDOS)",1,"2010-07-01",1034
"(VMS) || (OS2) ||  (MSDOS) || (WIN32)",1,"2010-07-01",1034
"(VMS) || (OS2) ||  (MSDOS) || (WIN32) || (TANDEM)",1,"2010-07-01",1034
"(VMS) || (OS2) ||  (MSDOS) || (WIN32) || (TANDEM) || (__EMX__)",1,"2010-07-01",1034
"(VPRINTF_MISSING) && (BSDSTDIO)",1,"2010-07-01",1034
"(WIN32) && ! (__CYGWIN32__)",1,"2010-07-01",1034
"(WIN32) && (_MSC_VER)",1,"2010-07-01",1034
"(YYDEBUG) ||  YYERROR_VERBOSE",1,"2010-07-01",1034
"(YYDEBUG) || (DEBUG)",1,"2010-07-01",1034
"(YYDEBUG) || (GAWKDEBUG)",1,"2010-07-01",1034
"AI_ADDRCONFIG	/* This is a recent symbol, not everyone has it */",1,"2010-07-01",1034
"ALIGN_SIZE",1,"2010-07-01",1034
"alloca",1,"2010-07-01",1034
"Allow_Exponents",1,"2010-07-01",1034
"ALLOW_SWITCH",1,"2010-07-01",1034
"atarist",1,"2010-07-01",1034
"attribute_hidden",1,"2010-07-01",1034
"bcmp",1,"2010-07-01",1034
"bcopy",1,"2010-07-01",1034
"BCOPY_MISSING",1,"2010-07-01",1034
"BITOPS",1,"2010-07-01",1034
"BLKSIZE_MISSING",1,"2010-07-01",1034
"BSTRING",1,"2010-07-01",1034
"BUFSIZ",1,"2010-07-01",1034
"BUFSIZ	/* stdio specific definition */",1,"2010-07-01",1034
"BYTE",1,"2010-07-01",1034
"bzero",1,"2010-07-01",1034
"C",1,"2010-07-01",1034
"C_ALLOCA",1,"2010-07-01",1034
"CAN_USE_STDARG_H",1,"2010-07-01",1034
"canned",1,"2010-07-01",1034
"CHAR_BIT",1,"2010-07-01",1034
"CHAR_UNSIGNED",1,"2010-07-01",1034
"CHAR_UNSIGNED	/* for, e.g., IBM RT */",1,"2010-07-01",1034
"CHARBITS",1,"2010-07-01",1034
"CHECK_DECSHELL	    /* don't define this if linking with DECC$SHR */",1,"2010-07-01",1034
"clrbit",1,"2010-07-01",1034
"COMPILE_WIDE",1,"2010-07-01",1034
"const",1,"2010-07-01",1034
"CRAY",1,"2010-07-01",1034
"CRAY_STACK",1,"2010-07-01",1034
"CRAY2",1,"2010-07-01",1034
"crtl_bug  /* eof sometimes doesn't get set properly for stm_lf file */",1,"2010-07-01",1034
"CRTL_VER_V731",1,"2010-07-01",1034
