"Desenvolvedor","Data","EhAutor","Variabilidades"
"Akim Demaille","2012-06-01","Colaborador",11
"Akim Demaille","2012-07-01","Colaborador",14
"Akim Demaille","2012-08-01","Colaborador",10
"Akim Demaille","2012-09-01","Colaborador",1
"Akim Demaille","2012-10-01","Colaborador",19
"Akim Demaille","2012-11-01","Colaborador",9
"Akim Demaille","2012-12-01","Colaborador",3
"Akim Demaille","2013-01-01","Colaborador",1
"Akim Demaille","2013-02-01","Colaborador",1
"Akim Demaille","2013-03-01","Colaborador",1
"Akim Demaille","2013-04-01","Colaborador",7
"Akim Demaille","2013-05-01","Colaborador",1
"Akim Demaille","2013-06-01","Colaborador",1
"Akim Demaille","2013-07-01","Colaborador",3
"Akim Demaille","2013-09-01","Colaborador",1
"Akim Demaille","2013-10-01","Colaborador",1
"Akim Demaille","2013-11-01","Colaborador",1
"Akim Demaille","2013-12-01","Colaborador",1
"Akim Demaille","2014-02-01","Colaborador",1
"Akim Demaille","2014-12-01","Colaborador",1
"Akim Demaille","2015-01-01","Colaborador",6
"Akim Demaille","2015-08-01","Colaborador",1
"Akim Demaille","2018-05-01","Colaborador",1
"Akim Demaille","2018-06-01","Colaborador",1
"Akim Demaille","2018-07-01","Colaborador",1
"Akim Demaille","2018-08-01","Colaborador",1
"Akim Demaille","2018-09-01","Colaborador",29
"Akim Demaille","2018-10-01","Colaborador",4
"Akim Demaille","2018-11-01","Colaborador",3
"Akim Demaille","2018-12-01","Colaborador",1
"Akim Demaille","2019-01-01","Colaborador",1
"Akim Demaille","2019-02-01","Colaborador",1
"Akim Demaille","2019-03-01","Colaborador",6
"Akim Demaille","2019-04-01","Colaborador",1
"Akim Demaille","2019-05-01","Colaborador",2
"Akim Demaille","2019-06-01","Colaborador",1
"Akim Demaille","2019-07-01","Colaborador",2
"Akim Demaille","2019-08-01","Colaborador",1
"Akim Demaille","2019-09-01","Colaborador",3
"Akim Demaille","2019-10-01","Colaborador",16
"Akim Demaille","2019-11-01","Colaborador",1
"Akim Demaille","2019-12-01","Colaborador",5
"Akim Demaille","2020-01-01","Colaborador",6
"Akim Demaille","2020-02-01","Colaborador",3
"Akim Demaille","2020-03-01","Colaborador",1
"Akim Demaille","2020-04-01","Colaborador",4
"Akim Demaille","2020-05-01","Colaborador",3
"Akim Demaille","2020-06-01","Colaborador",2
"Akim Demaille","2020-07-01","Colaborador",1
"Akim Demaille","2020-08-01","Colaborador",1
"Akim Demaille","2020-09-01","Colaborador",3
"Akim Demaille","2020-10-01","Colaborador",1
"Akim Demaille","2020-11-01","Colaborador",1
"Akim Demaille","2020-12-01","Colaborador",1
"Akim Demaille","2021-01-01","Colaborador",1
"Alex Rozenman","2009-05-01","Autor",1
"Alex Rozenman","2009-07-01","Autor",1
"David Mackenzie","1991-11-01","Autor",1
"David Mackenzie","1993-04-01","Autor",1
"Jesse Thilo","1998-11-01","Autor",27
"Jesse Thilo","2001-01-01","Autor",1
"Joel E. Denny","2006-06-01","Autor",1
"Joel E. Denny","2006-10-01","Colaborador",1
"Joel E. Denny","2006-11-01","Colaborador",1
"Joel E. Denny","2006-12-01","Colaborador",3
"Joel E. Denny","2007-01-01","Colaborador",2
"Joel E. Denny","2007-02-01","Colaborador",1
"Joel E. Denny","2007-03-01","Colaborador",1
"Joel E. Denny","2007-05-01","Colaborador",1
"Joel E. Denny","2007-07-01","Colaborador",2
"Joel E. Denny","2007-08-01","Colaborador",1
"Joel E. Denny","2007-09-01","Colaborador",1
"Joel E. Denny","2007-10-01","Colaborador",1
"Joel E. Denny","2008-02-01","Colaborador",25
"Joel E. Denny","2009-04-01","Autor",1
"Joel E. Denny","2009-05-01","Colaborador",1
"Joel E. Denny","2009-07-01","Colaborador",1
"Joel E. Denny","2009-08-01","Autor",1
"Joel E. Denny","2009-09-01","Colaborador",1
"Joel E. Denny","2009-10-01","Colaborador",1
"Joel E. Denny","2009-12-01","Autor",1
"Joel E. Denny","2010-01-01","Autor",1
"Joel E. Denny","2011-01-01","Autor",1
"Joel E. Denny","2011-07-01","Autor",1
"Juan Manuel Guerrero","2005-10-01","Autor",3
"Juan Manuel Guerrero","2008-02-01","Autor",1
"Pascal Bart","2001-08-01","Colaborador",1
"Pascal Bart","2001-09-01","Autor",1
"Paul Eggert","2001-10-01","Colaborador",16
"Paul Eggert","2002-08-01","Autor",1
"Paul Eggert","2002-08-01","Colaborador",20
"Paul Eggert","2002-10-01","Autor",1
"Paul Eggert","2002-10-01","Colaborador",17
"Paul Eggert","2002-11-01","Autor",11
"Paul Eggert","2002-11-01","Colaborador",4
"Paul Eggert","2002-12-01","Autor",1
"Paul Eggert","2002-12-01","Colaborador",15
"Paul Eggert","2003-01-01","Autor",1
"Paul Eggert","2003-02-01","Autor",1
"Paul Eggert","2003-03-01","Colaborador",3
"Paul Eggert","2003-05-01","Autor",1
"Paul Eggert","2003-06-01","Autor",4
"Paul Eggert","2004-03-01","Autor",1
"Paul Eggert","2004-04-01","Autor",6
"Paul Eggert","2004-04-01","Colaborador",41
"Paul Eggert","2004-05-01","Colaborador",1
"Paul Eggert","2004-10-01","Colaborador",1
"Paul Eggert","2004-11-01","Colaborador",1
"Paul Eggert","2004-12-01","Colaborador",1
"Paul Eggert","2005-01-01","Colaborador",1
"Paul Eggert","2005-03-01","Colaborador",1
"Paul Eggert","2005-05-01","Autor",1
"Paul Eggert","2005-07-01","Autor",1
"Paul Eggert","2005-09-01","Autor",1
"Paul Eggert","2005-10-01","Autor",2
"Paul Eggert","2005-12-01","Autor",1
"Paul Eggert","2006-01-01","Autor",17
"Paul Eggert","2006-01-01","Colaborador",2
"Paul Eggert","2006-08-01","Colaborador",1
"Paul Eggert","2006-09-01","Colaborador",1
"Paul Eggert","2006-10-01","Autor",1
"Paul Eggert","2006-10-01","Colaborador",1
"Paul Eggert","2006-11-01","Colaborador",1
"Paul Eggert","2007-08-01","Autor",1
"Paul Eggert","2010-06-01","Autor",1
"Paul Eggert","2019-10-01","Colaborador",1
"Richard M. Stallman","1992-06-01","Autor",1
"Richard M. Stallman","1995-10-01","Autor",1
"Robert Anisko","2001-08-01","Autor",4
"Vincent Imbimbo","2020-05-01","Autor",1
"Vincent Imbimbo","2020-06-01","Autor",1
