"Desenvolvedor","Data","EhAutor","Variabilidades"
"Stefan Buhler","2014-11-01","Colaborador",1
"Stefan Buhler","2014-12-01","Colaborador",1
"Stefan Buhler","2015-01-01","Autor",1
"Stefan Buhler","2015-06-01","Autor",1
"Stefan Buhler","2015-08-01","Autor",1
"Stefan Buhler","2015-12-01","Colaborador",1
"Stefan Buhler","2016-08-01","Autor",1
"Stefan Buhler","2016-08-01","Colaborador",1
"Stefan Buhler","2016-10-01","Colaborador",1
"Stefan Buhler","2017-01-01","Colaborador",1
"Stefan Buhler","2017-05-01","Colaborador",1
"Stefan Buhler","2017-07-01","Autor",1
"Stefan Buhler","2018-09-01","Colaborador",1
"Stefan Buhler","2019-08-01","Autor",2
"Stefan Buhler","2020-06-01","Colaborador",1
"Thomas Porzelt","2008-07-01","Autor",1
"Thomas Porzelt","2008-08-01","Autor",1
"Thomas Porzelt","2008-09-01","Autor",1
"Thomas Porzelt","2008-10-01","Autor",1
"Thomas Porzelt","2008-11-01","Autor",3
"Thomas Porzelt","2008-12-01","Autor",1
"Thomas Porzelt","2009-01-01","Autor",1
"Thomas Porzelt","2009-02-01","Autor",1
"Thomas Porzelt","2009-03-01","Colaborador",1
"Thomas Porzelt","2009-04-01","Autor",1
"Thomas Porzelt","2009-05-01","Autor",1
"Thomas Porzelt","2009-06-01","Colaborador",1
"Thomas Porzelt","2009-07-01","Autor",1
"Thomas Porzelt","2009-08-01","Colaborador",1
"Thomas Porzelt","2009-09-01","Autor",3
"Thomas Porzelt","2009-10-01","Autor",2
"Thomas Porzelt","2009-11-01","Autor",1
"Thomas Porzelt","2010-01-01","Autor",1
"Thomas Porzelt","2010-02-01","Autor",1
"Thomas Porzelt","2010-03-01","Autor",1
"Thomas Porzelt","2010-04-01","Autor",2
"Thomas Porzelt","2010-05-01","Autor",6
"Thomas Porzelt","2010-06-01","Autor",1
"Thomas Porzelt","2010-07-01","Autor",5
"Thomas Porzelt","2010-08-01","Autor",5
"Thomas Porzelt","2010-09-01","Autor",3
"Thomas Porzelt","2010-11-01","Autor",1
"Thomas Porzelt","2010-12-01","Autor",1
"Thomas Porzelt","2011-05-01","Autor",1
"Thomas Porzelt","2011-07-01","Autor",1
"Thomas Porzelt","2011-10-01","Autor",1
"Thomas Porzelt","2011-11-01","Autor",3
"Thomas Porzelt","2011-12-01","Autor",1
