"Desenvolvedor","Data","EhAutor","Variabilidades"
"Timo Sirainen","2000-10-01","Autor",10
"Timo Sirainen","2000-11-01","Autor",5
"Timo Sirainen","2000-11-01","Colaborador",3
"Timo Sirainen","2000-12-01","Autor",6
"Timo Sirainen","2001-01-01","Autor",10
"Timo Sirainen","2001-01-01","Colaborador",1
"Timo Sirainen","2001-02-01","Autor",1
"Timo Sirainen","2001-02-01","Colaborador",1
"Timo Sirainen","2001-03-01","Autor",5
"Timo Sirainen","2001-04-01","Autor",3
"Timo Sirainen","2001-05-01","Autor",9
"Timo Sirainen","2001-06-01","Autor",6
"Timo Sirainen","2001-07-01","Autor",6
"Timo Sirainen","2001-07-01","Colaborador",1
"Timo Sirainen","2001-08-01","Autor",3
"Timo Sirainen","2001-09-01","Autor",2
"Timo Sirainen","2001-10-01","Autor",23
"Timo Sirainen","2001-11-01","Autor",4
"Timo Sirainen","2001-12-01","Autor",6
"Timo Sirainen","2002-01-01","Autor",1
"Timo Sirainen","2002-02-01","Autor",5
"Timo Sirainen","2002-03-01","Autor",2
"Timo Sirainen","2002-04-01","Autor",1
"Timo Sirainen","2002-05-01","Autor",4
"Timo Sirainen","2002-06-01","Autor",1
"Timo Sirainen","2002-07-01","Autor",1
"Timo Sirainen","2002-08-01","Autor",3
"Timo Sirainen","2002-09-01","Autor",2
"Timo Sirainen","2002-10-01","Autor",3
"Timo Sirainen","2002-11-01","Autor",2
"Timo Sirainen","2002-12-01","Autor",2
"Timo Sirainen","2003-01-01","Autor",7
"Timo Sirainen","2003-05-01","Autor",1
"Timo Sirainen","2003-06-01","Autor",1
"Timo Sirainen","2003-07-01","Autor",1
"Timo Sirainen","2003-10-01","Autor",1
"Timo Sirainen","2003-11-01","Autor",2
"Timo Sirainen","2003-12-01","Autor",1
"Timo Sirainen","2004-01-01","Autor",1
"Timo Sirainen","2004-01-01","Colaborador",1
"Timo Sirainen","2004-02-01","Autor",1
"Timo Sirainen","2004-03-01","Autor",1
"Timo Sirainen","2004-05-01","Autor",1
"Timo Sirainen","2004-06-01","Autor",1
"Timo Sirainen","2004-07-01","Autor",1
"Timo Sirainen","2004-08-01","Autor",2
"Timo Sirainen","2004-09-01","Autor",1
"Timo Sirainen","2005-11-01","Colaborador",2
"Timo Sirainen","2006-01-01","Autor",1
"Timo Sirainen","2007-02-01","Colaborador",1
"Timo Sirainen","2007-06-01","Colaborador",1
"Valentin Batz","2004-09-01","Autor",3
"Valentin Batz","2004-09-01","Colaborador",1
"Valentin Batz","2004-10-01","Colaborador",1
"Valentin Batz","2004-11-01","Colaborador",1
"Valentin Batz","2004-12-01","Autor",1
"Valentin Batz","2005-01-01","Autor",1
"Valentin Batz","2005-03-01","Autor",1
"Valentin Batz","2005-05-01","Autor",1
"Valentin Batz","2005-06-01","Colaborador",1
"Valentin Batz","2005-07-01","Colaborador",1
"Valentin Batz","2005-10-01","Autor",1
"Valentin Batz","2005-11-01","Colaborador",1
"Valentin Batz","2006-07-01","Colaborador",1
"Will Storey","2017-10-01","Autor",1
"Will Storey","2018-08-01","Autor",1
"Xavier G","2016-05-01","Colaborador",1
