"Desenvolvedor","Data","Classificacao_ownership","Major","Minor","Total"
"Maryam Tahhan","2016-06-01","Major",66,0,66
"Ruben Kerkhof","2016-06-01","Major",66,0,66
"Sebastian Harl","2016-06-01","Major",66,0,66
"Florian Forster","2016-07-01","Major",66,0,66
"Rinigus","2016-07-01","Major",67,0,67
"Ruben Kerkhof","2016-07-01","Major",67,0,67
"Florian Forster","2016-08-01","Major",67,0,67
"Julien Ammous","2016-08-01","Major",69,0,69
"Mytnyk, Volodymyrx","2016-08-01","Major",69,0,69
"Rinigus","2016-08-01","Major",69,0,69
"Ruben Kerkhof","2016-08-01","Major",69,0,69
"Sven Trenkel","2016-08-01","Major",69,0,69
"Benjamin Gilbert","2016-09-01","Major",69,0,69
"Florian Forster","2016-09-01","Major",71,0,71
"Maryam Tahhan","2016-09-01","Major",71,0,71
"Mytnyk, Volodymyrx","2016-09-01","Major",71,0,71
"Pavel Rochnyack","2016-09-01","Major",71,0,71
"Pshyk, Serhiyx","2016-09-01","Major",71,0,71
"Rinigus","2016-09-01","Major",71,0,71
"Sebastian Harl","2016-09-01","Major",71,0,71
"Taras Chornyi","2016-09-01","Major",71,0,71
"Florian Forster","2016-10-01","Major",71,0,71
"Marc Fournier","2016-10-01","Major",71,0,71
"Mytnyk, Volodymyrx","2016-10-01","Major",71,0,71
"Pshyk, Serhiyx","2016-10-01","Major",71,0,71
"Florian Forster","2016-11-01","Major",71,0,71
"Francesco Romani","2016-11-01","Major",74,0,74
"Korynkevych, Romanx","2016-11-01","Major",74,0,74
"Krzysztof Matczak","2016-11-01","Major",74,0,74
"Marc Fournier","2016-11-01","Major",74,0,74
"Mytnyk, Volodymyrx","2016-11-01","Major",74,0,74
"Ruben Kerkhof","2016-11-01","Major",74,0,74
"Taras Chornyi","2016-11-01","Major",74,0,74
"Florian Forster","2016-12-01","Major",74,0,74
"Korynkevych, Romanx","2016-12-01","Major",74,0,74
"Krzysztof Matczak","2016-12-01","Major",74,0,74
"Mytnyk, Volodymyrx","2016-12-01","Major",74,0,74
"Ruben Kerkhof","2016-12-01","Major",74,0,74
"Korynkevych, Romanx","2017-01-01","Major",74,0,74
"Krzysztof Matczak","2017-01-01","Major",74,0,74
"Mytnyk, Volodymyrx","2017-01-01","Major",74,0,74
"Krzysztof Matczak","2017-02-01","Major",74,0,74
"Maryam Tahhan","2017-02-01","Major",74,0,74
"Mytnyk, Volodymyrx","2017-02-01","Major",74,0,74
"Ruben Kerkhof","2017-02-01","Major",74,0,74
"Korynkevych, Romanx","2017-03-01","Major",74,0,74
"Krzysztof Matczak","2017-03-01","Major",74,0,74
"Mytnyk, Volodymyrx","2017-03-01","Major",74,0,74
"Ruben Kerkhof","2017-03-01","Major",74,0,74
"Taras Chornyi","2017-03-01","Major",74,0,74
"Florian Forster","2017-04-01","Major",74,0,74
"Krzysztof Matczak","2017-04-01","Major",74,0,74
"Maryam Tahhan","2017-04-01","Major",74,0,74
"Ruben Kerkhof","2017-04-01","Major",74,0,74
"Florian Forster","2017-05-01","Major",74,0,74
"Maryam Tahhan","2017-05-01","Major",74,0,74
"Pshyk, Serhiyx","2017-05-01","Major",74,0,74
"Ruben Kerkhof","2017-05-01","Major",74,0,74
"Marc Fournier","2017-06-01","Major",74,0,74
"Mozejko, Marcinx","2017-06-01","Major",75,0,75
"Pshyk, Serhiyx","2017-06-01","Major",75,0,75
"Florian Forster","2017-07-01","Major",75,0,75
"Korynkevych, Romanx","2017-07-01","Major",77,0,77
"Marek Becka","2017-07-01","Major",77,0,77
"Maryam Tahhan","2017-07-01","Major",77,0,77
"Mozejko, Marcinx","2017-07-01","Major",77,0,77
"Ruben Kerkhof","2017-07-01","Major",77,0,77
"Sven Trenkel","2017-07-01","Major",77,0,77
"Andrew Smith","2017-08-01","Major",77,0,77
"Florian Forster","2017-08-01","Major",78,0,78
"Kamil Wiatrowski","2017-08-01","Major",78,0,78
"Pshyk, Serhiyx","2017-08-01","Major",78,0,78
"Florian Forster","2017-09-01","Major",78,0,78
"Pavel Rochnyack","2017-09-01","Major",79,0,79
"Vincent Brillault","2017-09-01","Major",79,0,79
"Campbellsean@Google.Com","2017-10-01","Major",79,0,79
"Florian Forster","2017-10-01","Major",80,0,80
"Pshyk, Serhiyx","2017-10-01","Major",80,0,80
"Wilfried Goesgens","2017-10-01","Major",80,0,80
"Florian Forster","2017-11-01","Major",80,0,80
"Marc Fournier","2017-11-01","Major",81,0,81
"Andrew Bays","2017-12-01","Major",81,0,81
"Florian Forster","2017-12-01","Major",81,0,81
"Mozejko, Marcinx","2017-12-01","Major",81,0,81
"Andrew Bays","2018-01-01","Major",81,0,81
"Andrew Smith","2018-01-01","Major",81,0,81
"Mozejko, Marcinx","2018-01-01","Major",81,0,81
"Andrew Bays","2018-02-01","Major",81,0,81
"Kamil Wiatrowski","2018-02-01","Major",83,0,83
"Mozejko, Marcinx","2018-02-01","Major",83,0,83
"Radoslaw Jablonski","2018-02-01","Major",83,0,83
"Andralojc, Wojciechx","2018-03-01","Major",83,0,83
"Andrew Bays","2018-03-01","Major",84,0,84
"Radoslaw Jablonski","2018-03-01","Major",84,0,84
"Rafael Marinheiro","2018-03-01","Major",84,0,84
"Andrew Smith","2018-04-01","Major",84,0,84
"Mozejko, Marcinx","2018-04-01","Major",84,0,84
"Ruben Kerkhof","2018-04-01","Major",84,0,84
"Andrew Smith","2018-05-01","Major",84,0,84
"Kamil Wiatrowski","2018-05-01","Major",85,0,85
"Michael Kaufmann","2018-05-01","Major",85,0,85
"Pavel Rochnyack","2018-05-01","Major",85,0,85
"Radoslaw Jablonski","2018-05-01","Major",85,0,85
"Rafael Marinheiro","2018-05-01","Major",85,0,85
"Ruben Kerkhof","2018-05-01","Major",85,0,85
"Kamil Wiatrowski","2018-06-01","Major",85,0,85
"Mozejko, Marcinx","2018-06-01","Major",87,0,87
"Pavel Rochnyack","2018-06-01","Major",87,0,87
"Rafael Marinheiro","2018-06-01","Major",87,0,87
"Ruben Kerkhof","2018-06-01","Major",87,0,87
"Sean Campbell","2018-06-01","Major",87,0,87
"Starzyk, Mateuszx","2018-06-01","Major",87,0,87
"Andrew Bays","2018-07-01","Major",87,0,87
"Mozejko, Marcinx","2018-07-01","Major",87,0,87
"Pavel Rochnyack","2018-07-01","Major",87,0,87
