"Data","Desenvolvedor","Classificacao","Especialista","Generalista","Misto","Total","Perc_Especialista","Perc_Generalista","Perc_Misto"
"2017-02-01","Rhodri James","Generalista",0,2,6,8,0,25,75
"2017-03-01","Rhodri James","Generalista",0,2,6,8,0,25,75
"2017-03-01","Sebastian Pipping","Misto",0,2,6,8,0,25,75
"2017-04-01","Rhodri James","Generalista",0,2,6,8,0,25,75
"2017-04-01","Sebastian Pipping","Misto",0,2,6,8,0,25,75
"2017-05-01","Rhodri James","Generalista",0,2,6,8,0,25,75
"2017-05-01","Sebastian Pipping","Misto",0,2,6,8,0,25,75
"2017-06-01","Rhodri James","Generalista",0,2,6,8,0,25,75
"2017-06-01","Sebastian Pipping","Misto",0,2,6,8,0,25,75
"2017-07-01","Rhodri James","Generalista",0,2,6,8,0,25,75
"2017-07-01","Sebastian Pipping","Misto",0,1,7,8,0,12.5,87.5
"2017-08-01","Rhodri James","Misto",0,1,7,8,0,12.5,87.5
"2017-08-01","Sebastian Pipping","Misto",0,1,7,8,0,12.5,87.5
"2017-09-01","Sebastian Pipping","Misto",0,1,7,8,0,12.5,87.5
"2017-10-01","Sebastian Pipping","Misto",0,1,7,8,0,12.5,87.5
"2017-12-01","Sebastian Pipping","Misto",0,1,7,8,0,12.5,87.5
"2018-07-01","Rhodri James","Misto",0,1,7,8,0,12.5,87.5
"2018-08-01","Sebastian Pipping","Misto",0,1,7,8,0,12.5,87.5
"2018-10-01","Sebastian Pipping","Misto",0,1,7,8,0,12.5,87.5
"2019-06-01","Sebastian Pipping","Misto",0,1,7,8,0,12.5,87.5
"2019-07-01","Sebastian Pipping","Misto",0,1,7,8,0,12.5,87.5
"2019-08-01","Mitch Phillips","Misto",0,1,8,9,0,11.1111111111111,88.8888888888889
"2019-08-01","Sebastian Pipping","Misto",0,1,8,9,0,11.1111111111111,88.8888888888889
"2019-09-01","Sebastian Pipping","Misto",0,1,8,9,0,11.1111111111111,88.8888888888889
"2019-10-01","Sebastian Pipping","Misto",0,1,8,9,0,11.1111111111111,88.8888888888889
"2020-03-01","Sebastian Pipping","Misto",0,1,8,9,0,11.1111111111111,88.8888888888889
"2020-05-01","Sebastian Pipping","Misto",0,1,8,9,0,11.1111111111111,88.8888888888889
"2020-07-01","Sebastian Pipping","Misto",0,1,8,9,0,11.1111111111111,88.8888888888889
"2020-10-01","Sebastian Pipping","Misto",0,1,8,9,0,11.1111111111111,88.8888888888889
