"Data","Desenvolvedor","Classificacao","Especialista","Generalista","Misto","Total","Perc_Especialista","Perc_Generalista","Perc_Misto"
"2012-07-01","Andreas Schneider","Misto",0,2,4,6,0,33.3333333333333,66.6666666666667
"2012-09-01","Andreas Schneider","Misto",0,2,4,6,0,33.3333333333333,66.6666666666667
"2012-09-01","Dmitriy Kuznetsov","Generalista",0,3,4,7,0,42.8571428571429,57.1428571428571
"2012-10-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2012-10-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2012-10-01","Dmitriy Kuznetsov","Generalista",0,3,4,7,0,42.8571428571429,57.1428571428571
"2012-11-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2012-12-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2012-12-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-01-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-02-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-03-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-04-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-04-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-05-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-06-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-06-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-07-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-07-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-08-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-09-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-09-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-10-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-10-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-11-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-11-01","Aris Adamantiadis","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2013-12-01","Andreas Schneider","Misto",0,3,4,7,0,42.8571428571429,57.1428571428571
"2014-01-01","Alan Dunn","Generalista",0,4,4,8,0,50,50
"2014-01-01","Andreas Schneider","Misto",0,4,4,8,0,50,50
"2014-01-01","Aris Adamantiadis","Misto",0,4,4,8,0,50,50
"2014-02-01","Alan Dunn","Generalista",0,4,4,8,0,50,50
"2014-02-01","Andreas Schneider","Misto",0,4,5,9,0,44.4444444444444,55.5555555555556
"2014-02-01","Aris Adamantiadis","Misto",0,4,5,9,0,44.4444444444444,55.5555555555556
"2014-02-01","Audrius Butkevicius","Misto",0,4,5,9,0,44.4444444444444,55.5555555555556
"2014-03-01","Andreas Schneider","Misto",0,4,5,9,0,44.4444444444444,55.5555555555556
"2014-03-01","Luka Perkov","Generalista",0,5,5,10,0,50,50
"2014-04-01","Alan Dunn","Generalista",0,5,5,10,0,50,50
"2014-04-01","Andreas Schneider","Misto",0,5,5,10,0,50,50
"2014-04-01","Aris Adamantiadis","Misto",0,5,5,10,0,50,50
"2014-05-01","Andreas Schneider","Misto",0,5,5,10,0,50,50
"2014-06-01","Andreas Schneider","Misto",0,5,5,10,0,50,50
"2014-08-01","Andreas Schneider","Misto",0,5,5,10,0,50,50
"2014-08-01","Aris Adamantiadis","Misto",0,5,5,10,0,50,50
"2014-09-01","Andreas Schneider","Misto",0,5,5,10,0,50,50
"2014-09-01","Aris","Generalista",0,6,5,11,0,54.5454545454545,45.4545454545455
"2014-09-01","Aris Adamantiadis","Misto",0,6,5,11,0,54.5454545454545,45.4545454545455
"2014-10-01","Andreas Schneider","Misto",0,6,5,11,0,54.5454545454545,45.4545454545455
"2014-10-01","Jon Simons","Misto",0,6,6,12,0,50,50
"2014-12-01","Andreas Schneider","Misto",0,6,6,12,0,50,50
"2014-12-01","Jon Simons","Misto",0,6,6,12,0,50,50
"2015-01-01","Andreas Schneider","Misto",0,6,6,12,0,50,50
"2015-01-01","Aris Adamantiadis","Misto",0,6,6,12,0,50,50
"2015-02-01","Andreas Schneider","Misto",0,6,6,12,0,50,50
"2015-02-01","Aris Adamantiadis","Misto",0,6,6,12,0,50,50
"2015-04-01","Andreas Schneider","Misto",0,6,6,12,0,50,50
"2015-04-01","Aris Adamantiadis","Misto",0,6,6,12,0,50,50
"2015-05-01","Andreas Schneider","Misto",0,6,6,12,0,50,50
"2015-06-01","Andreas Schneider","Misto",0,6,6,12,0,50,50
"2015-07-01","Aris Adamantiadis","Misto",0,6,6,12,0,50,50
"2015-08-01","Andreas Schneider","Misto",0,6,6,12,0,50,50
"2015-09-01","Andreas Schneider","Misto",0,6,6,12,0,50,50
"2015-09-01","Aris Adamantiadis","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2015-09-01","Fabiano Fidencio","Generalista",0,7,6,13,0,53.8461538461538,46.1538461538462
"2015-10-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2015-12-01","Aris Adamantiadis","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-01-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-01-01","Aris Adamantiadis","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-02-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-02-01","Aris Adamantiadis","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-03-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-03-01","Aris Adamantiadis","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-05-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-05-01","Aris Adamantiadis","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-06-01","Aris Adamantiadis","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-10-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2016-11-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-02-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-04-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-06-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-06-01","Aris Adamantiadis","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-07-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-07-01","Jon Simons","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-08-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-08-01","Jon Simons","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-09-01","Jon Simons","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-10-01","Andreas Schneider","Misto",0,7,6,13,0,53.8461538461538,46.1538461538462
"2017-10-01","Jakub Jelen","Generalista",0,8,6,14,0,57.1428571428571,42.8571428571429
"2017-11-01","Andreas Schneider","Misto",0,8,6,14,0,57.1428571428571,42.8571428571429
"2017-11-01","Jakub Jelen","Generalista",0,7,7,14,0,50,50
"2017-12-01","Jakub Jelen","Misto",0,7,7,14,0,50,50
"2017-12-01","Juraj Vijtiuk","Misto",0,7,8,15,0,46.6666666666667,53.3333333333333
"2018-01-01","Andreas Schneider","Misto",0,7,8,15,0,46.6666666666667,53.3333333333333
"2018-02-01","Alex Gaynor","Generalista",0,8,8,16,0,50,50
"2018-02-01","Andreas Schneider","Misto",0,8,8,16,0,50,50
"2018-02-01","Aris Adamantiadis","Misto",0,8,8,16,0,50,50
"2018-02-01","Jon Simons","Misto",0,8,8,16,0,50,50
"2018-03-01","Andreas Schneider","Misto",0,8,8,16,0,50,50
"2018-04-01","Andreas Schneider","Misto",0,8,8,16,0,50,50
"2018-05-01","Andreas Schneider","Misto",0,8,8,16,0,50,50
"2018-05-01","Jon Simons","Misto",0,8,8,16,0,50,50
"2018-06-01","Andreas Schneider","Misto",0,8,8,16,0,50,50
"2018-06-01","Jakub Jelen","Misto",0,8,9,17,0,47.0588235294118,52.9411764705882
"2018-06-01","Jon Simons","Misto",0,8,9,17,0,47.0588235294118,52.9411764705882
"2018-07-01","Anderson Toshiyuki Sasaki","Misto",0,8,9,17,0,47.0588235294118,52.9411764705882
"2018-07-01","Andreas Schneider","Misto",0,8,9,17,0,47.0588235294118,52.9411764705882
"2018-07-01","Jakub Jelen","Misto",0,8,9,17,0,47.0588235294118,52.9411764705882
"2018-08-01","Andreas Schneider","Misto",0,8,9,17,0,47.0588235294118,52.9411764705882
"2018-08-01","Jakub Jelen","Misto",0,9,9,18,0,50,50
"2018-08-01","Jan-Niklas Burfeind","Generalista",0,9,9,18,0,50,50
"2018-09-01","Anderson Toshiyuki Sasaki","Misto",0,9,9,18,0,50,50
"2018-09-01","Andreas Schneider","Misto",0,9,9,18,0,50,50
"2018-09-01","Jakub Jelen","Misto",0,9,9,18,0,50,50
"2018-10-01","Anderson Toshiyuki Sasaki","Misto",0,9,9,18,0,50,50
"2018-10-01","Andreas Schneider","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2018-10-01","Aris Adamantiadis","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2018-10-01","Jakub Jelen","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2018-10-01","Simo Sorce","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2018-11-01","Anderson Toshiyuki Sasaki","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2018-11-01","Andreas Schneider","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2018-11-01","Aris Adamantiadis","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2018-11-01","Jakub Jelen","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2018-12-01","Andreas Schneider","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2018-12-01","Jakub Jelen","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2019-01-01","Anderson Toshiyuki Sasaki","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2019-01-01","Andreas Schneider","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2019-01-01","Jakub Jelen","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2019-02-01","Anderson Toshiyuki Sasaki","Misto",0,9,10,19,0,47.3684210526316,52.6315789473684
"2019-02-01","Andreas Schneider","Misto",0,9,11,20,0,45,55
"2019-02-01","Jakub Jelen","Misto",0,9,11,20,0,45,55
"2019-02-01","Jon Simons","Misto",0,9,11,20,0,45,55
"2019-02-01","Till Wimmer","Misto",0,9,11,20,0,45,55
"2019-03-01","Anderson Toshiyuki Sasaki","Misto",0,9,11,20,0,45,55
"2019-03-01","Andreas Schneider","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-03-01","Ben Toews","Generalista",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-03-01","Simo Sorce","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-04-01","Anderson Toshiyuki Sasaki","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-04-01","Andreas Schneider","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-04-01","Jon Simons","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-05-01","Anderson Toshiyuki Sasaki","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-05-01","Andreas Schneider","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-05-01","Jakub Jelen","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-06-01","Anderson Toshiyuki Sasaki","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-06-01","Andreas Schneider","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-06-01","Jakub Jelen","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-07-01","Anderson Toshiyuki Sasaki","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-07-01","Andreas Schneider","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-08-01","Anderson Toshiyuki Sasaki","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-08-01","Andreas Schneider","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-09-01","Anderson Toshiyuki Sasaki","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-09-01","Aris Adamantiadis","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-09-01","Jakub Jelen","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-10-01","Anderson Toshiyuki Sasaki","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-10-01","Andreas Schneider","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-10-01","Aris Adamantiadis","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-10-01","Jakub Jelen","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-11-01","Anderson Toshiyuki Sasaki","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-11-01","Andreas Schneider","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-11-01","Jakub Jelen","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-12-01","Andreas Schneider","Misto",0,10,11,21,0,47.6190476190476,52.3809523809524
"2019-12-01","Jakub Jelen","Misto",0,11,11,22,0,50,50
"2019-12-01","Sahana Prasad","Generalista",0,11,11,22,0,50,50
"2020-01-01","Anderson Toshiyuki Sasaki","Misto",0,11,11,22,0,50,50
"2020-01-01","Andreas Schneider","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-01-01","Jakub Jelen","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-01-01","Sahana Prasad","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-02-01","Andreas Schneider","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-04-01","Anderson Toshiyuki Sasaki","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-04-01","Jakub Jelen","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-05-01","Jakub Jelen","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-05-01","Sahana Prasad","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-06-01","Anderson Toshiyuki Sasaki","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-06-01","Andreas Schneider","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-07-01","Anderson Toshiyuki Sasaki","Misto",0,10,12,22,0,45.4545454545455,54.5454545454545
"2020-10-01","Dirkjan Bussink","Generalista",0,11,12,23,0,47.8260869565217,52.1739130434783
"2020-11-01","Jakub Jelen","Misto",0,11,12,23,0,47.8260869565217,52.1739130434783
"2020-12-01","Dirkjan Bussink","Misto",0,10,13,23,0,43.4782608695652,56.5217391304348
"2021-01-01","Andreas Schneider","Misto",0,10,13,23,0,43.4782608695652,56.5217391304348
"2021-01-01","Jakub Jelen","Misto",NA,NA,NA,NA,NA,NA,NA
