"Desenvolvedor","Data","EhAutor","Variabilidades"
"Andreas Schneider","2011-03-01","Colaborador",1
"Andreas Schneider","2011-04-01","Colaborador",1
"Andreas Schneider","2011-05-01","Colaborador",4
"Andreas Schneider","2011-06-01","Colaborador",2
"Andreas Schneider","2011-08-01","Colaborador",14
"Andreas Schneider","2011-09-01","Colaborador",11
"Andreas Schneider","2011-10-01","Colaborador",1
"Andreas Schneider","2011-11-01","Colaborador",1
"Andreas Schneider","2011-12-01","Colaborador",4
"Andreas Schneider","2012-01-01","Colaborador",3
"Andreas Schneider","2012-02-01","Colaborador",7
"Andreas Schneider","2012-03-01","Colaborador",1
"Andreas Schneider","2012-04-01","Colaborador",1
"Andreas Schneider","2012-05-01","Colaborador",1
"Andreas Schneider","2012-06-01","Colaborador",1
"Andreas Schneider","2012-07-01","Colaborador",1
"Andreas Schneider","2012-09-01","Colaborador",6
"Andreas Schneider","2012-10-01","Colaborador",3
"Andreas Schneider","2012-11-01","Colaborador",1
"Andreas Schneider","2012-12-01","Colaborador",1
"Andreas Schneider","2013-01-01","Colaborador",1
"Andreas Schneider","2013-04-01","Colaborador",1
"Andreas Schneider","2013-06-01","Colaborador",1
"Andreas Schneider","2013-07-01","Colaborador",7
"Andreas Schneider","2013-08-01","Colaborador",2
"Andreas Schneider","2013-09-01","Colaborador",2
"Andreas Schneider","2013-10-01","Colaborador",2
"Andreas Schneider","2013-11-01","Colaborador",3
"Andreas Schneider","2013-12-01","Colaborador",2
"Andreas Schneider","2014-01-01","Colaborador",2
"Andreas Schneider","2014-02-01","Colaborador",11
"Andreas Schneider","2014-03-01","Colaborador",1
"Andreas Schneider","2014-04-01","Colaborador",3
"Andreas Schneider","2014-05-01","Colaborador",2
"Andreas Schneider","2014-06-01","Colaborador",1
"Andreas Schneider","2014-08-01","Colaborador",1
"Andreas Schneider","2014-09-01","Colaborador",1
"Andreas Schneider","2014-10-01","Colaborador",1
"Andreas Schneider","2014-12-01","Colaborador",4
"Andreas Schneider","2015-01-01","Colaborador",2
"Andreas Schneider","2015-02-01","Colaborador",1
"Andreas Schneider","2015-04-01","Colaborador",4
"Andreas Schneider","2015-05-01","Colaborador",1
"Andreas Schneider","2015-06-01","Colaborador",3
"Andreas Schneider","2015-08-01","Colaborador",1
"Andreas Schneider","2015-09-01","Colaborador",2
"Andreas Schneider","2015-10-01","Colaborador",2
"Andreas Schneider","2016-01-01","Colaborador",1
"Andreas Schneider","2016-02-01","Colaborador",1
"Andreas Schneider","2016-03-01","Colaborador",1
"Andreas Schneider","2016-05-01","Colaborador",3
"Andreas Schneider","2016-10-01","Colaborador",1
"Andreas Schneider","2016-11-01","Colaborador",9
"Andreas Schneider","2017-02-01","Autor",1
"Andreas Schneider","2017-02-01","Colaborador",1
"Andreas Schneider","2017-04-01","Colaborador",1
"Andreas Schneider","2017-06-01","Colaborador",1
"Andreas Schneider","2017-07-01","Colaborador",2
"Andreas Schneider","2017-08-01","Colaborador",1
"Andreas Schneider","2017-10-01","Colaborador",1
"Andreas Schneider","2017-11-01","Colaborador",1
"Andreas Schneider","2018-01-01","Colaborador",5
"Andreas Schneider","2018-02-01","Colaborador",1
"Andreas Schneider","2018-03-01","Colaborador",3
"Andreas Schneider","2018-04-01","Colaborador",1
"Andreas Schneider","2018-05-01","Colaborador",1
"Andreas Schneider","2018-06-01","Colaborador",13
"Andreas Schneider","2018-07-01","Colaborador",3
"Andreas Schneider","2018-08-01","Colaborador",6
"Andreas Schneider","2018-09-01","Colaborador",5
"Andreas Schneider","2018-10-01","Colaborador",3
"Andreas Schneider","2018-11-01","Colaborador",3
"Andreas Schneider","2018-12-01","Colaborador",5
"Andreas Schneider","2019-01-01","Colaborador",2
"Andreas Schneider","2019-02-01","Colaborador",1
"Andreas Schneider","2019-03-01","Colaborador",2
"Andreas Schneider","2019-04-01","Colaborador",3
"Andreas Schneider","2019-05-01","Colaborador",1
"Andreas Schneider","2019-06-01","Colaborador",1
"Andreas Schneider","2019-07-01","Autor",1
"Andreas Schneider","2019-07-01","Colaborador",1
"Andreas Schneider","2019-08-01","Colaborador",1
"Andreas Schneider","2019-10-01","Colaborador",1
"Andreas Schneider","2019-11-01","Colaborador",3
"Andreas Schneider","2019-12-01","Colaborador",2
"Andreas Schneider","2020-01-01","Colaborador",1
"Andreas Schneider","2020-02-01","Colaborador",1
"Andreas Schneider","2020-06-01","Colaborador",1
"Andreas Schneider","2021-01-01","Colaborador",1
"Aris","2014-09-01","Autor",1
"Aris Adamantiadis","2005-07-01","Autor",3
"Aris Adamantiadis","2005-07-01","Colaborador",14
"Aris Adamantiadis","2005-08-01","Autor",15
"Aris Adamantiadis","2005-08-01","Colaborador",6
"Aris Adamantiadis","2005-09-01","Autor",1
"Aris Adamantiadis","2005-10-01","Colaborador",12
"Aris Adamantiadis","2005-11-01","Colaborador",1
"Aris Adamantiadis","2005-12-01","Autor",15
"Aris Adamantiadis","2006-11-01","Colaborador",1
"Aris Adamantiadis","2006-12-01","Colaborador",2
"Aris Adamantiadis","2007-03-01","Colaborador",1
"Aris Adamantiadis","2008-03-01","Colaborador",3
"Aris Adamantiadis","2008-05-01","Colaborador",3
"Aris Adamantiadis","2008-06-01","Colaborador",1
"Aris Adamantiadis","2008-10-01","Colaborador",8
"Aris Adamantiadis","2008-11-01","Colaborador",1
"Aris Adamantiadis","2008-12-01","Colaborador",1
"Aris Adamantiadis","2009-02-01","Colaborador",1
"Aris Adamantiadis","2009-03-01","Colaborador",3
"Aris Adamantiadis","2009-06-01","Colaborador",1
"Aris Adamantiadis","2009-07-01","Colaborador",4
"Aris Adamantiadis","2009-08-01","Colaborador",1
"Aris Adamantiadis","2009-09-01","Colaborador",1
"Aris Adamantiadis","2009-10-01","Colaborador",1
"Aris Adamantiadis","2009-11-01","Colaborador",7
"Aris Adamantiadis","2009-12-01","Colaborador",2
"Aris Adamantiadis","2010-01-01","Colaborador",6
"Aris Adamantiadis","2010-02-01","Colaborador",3
"Aris Adamantiadis","2010-03-01","Colaborador",1
"Aris Adamantiadis","2010-04-01","Colaborador",2
"Aris Adamantiadis","2010-05-01","Colaborador",14
"Aris Adamantiadis","2010-06-01","Autor",1
"Aris Adamantiadis","2010-07-01","Autor",1
"Aris Adamantiadis","2010-07-01","Colaborador",1
"Aris Adamantiadis","2010-08-01","Colaborador",4
"Aris Adamantiadis","2010-09-01","Autor",1
"Aris Adamantiadis","2010-09-01","Colaborador",5
"Aris Adamantiadis","2010-10-01","Colaborador",3
"Aris Adamantiadis","2010-12-01","Autor",2
"Aris Adamantiadis","2011-01-01","Autor",1
"Aris Adamantiadis","2011-01-01","Colaborador",4
"Aris Adamantiadis","2011-02-01","Autor",1
"Aris Adamantiadis","2011-03-01","Colaborador",1
"Aris Adamantiadis","2011-04-01","Colaborador",1
"Aris Adamantiadis","2011-05-01","Colaborador",4
"Aris Adamantiadis","2011-06-01","Colaborador",6
"Aris Adamantiadis","2011-07-01","Colaborador",1
"Aris Adamantiadis","2011-08-01","Autor",1
"Aris Adamantiadis","2011-09-01","Colaborador",3
"Aris Adamantiadis","2011-10-01","Autor",1
"Aris Adamantiadis","2011-10-01","Colaborador",1
"Aris Adamantiadis","2012-10-01","Autor",1
"Aris Adamantiadis","2012-12-01","Autor",1
"Aris Adamantiadis","2013-02-01","Autor",3
"Aris Adamantiadis","2013-02-01","Colaborador",1
"Aris Adamantiadis","2013-03-01","Autor",1
"Aris Adamantiadis","2013-03-01","Colaborador",1
"Aris Adamantiadis","2013-04-01","Colaborador",1
"Aris Adamantiadis","2013-05-01","Colaborador",1
"Aris Adamantiadis","2013-06-01","Autor",1
"Aris Adamantiadis","2013-07-01","Colaborador",4
"Aris Adamantiadis","2013-09-01","Colaborador",3
"Aris Adamantiadis","2013-10-01","Colaborador",1
"Aris Adamantiadis","2013-11-01","Colaborador",2
"Aris Adamantiadis","2014-01-01","Colaborador",1
"Aris Adamantiadis","2014-02-01","Colaborador",1
"Aris Adamantiadis","2014-04-01","Colaborador",5
"Aris Adamantiadis","2014-08-01","Autor",1
"Aris Adamantiadis","2014-09-01","Autor",5
"Aris Adamantiadis","2015-01-01","Autor",1
"Aris Adamantiadis","2015-02-01","Autor",1
"Aris Adamantiadis","2015-04-01","Colaborador",1
"Aris Adamantiadis","2015-07-01","Colaborador",2
"Aris Adamantiadis","2015-09-01","Colaborador",9
"Aris Adamantiadis","2015-12-01","Autor",1
"Aris Adamantiadis","2015-12-01","Colaborador",13
"Aris Adamantiadis","2016-01-01","Colaborador",1
"Aris Adamantiadis","2016-02-01","Colaborador",1
"Aris Adamantiadis","2016-03-01","Colaborador",1
"Aris Adamantiadis","2016-05-01","Colaborador",1
"Aris Adamantiadis","2016-06-01","Autor",2
"Aris Adamantiadis","2017-06-01","Colaborador",1
"Aris Adamantiadis","2018-02-01","Autor",1
"Aris Adamantiadis","2018-02-01","Colaborador",1
"Aris Adamantiadis","2018-10-01","Colaborador",4
"Aris Adamantiadis","2018-11-01","Colaborador",4
"Aris Adamantiadis","2019-09-01","Autor",1
"Aris Adamantiadis","2019-10-01","Colaborador",5
"Audrius Butkevicius","2014-02-01","Autor",7
"Ben Toews","2019-03-01","Autor",1
"Bernhard R. Link","2011-02-01","Autor",1
"Dirkjan Bussink","2020-10-01","Autor",1
"Dirkjan Bussink","2020-12-01","Colaborador",3
"Dmitriy Kuznetsov","2012-09-01","Autor",1
"Dmitriy Kuznetsov","2012-10-01","Autor",1
"Fabiano Fidencio","2015-09-01","Autor",1
"Jakub Jelen","2017-10-01","Colaborador",1
"Jakub Jelen","2017-11-01","Autor",1
"Jakub Jelen","2017-12-01","Colaborador",3
"Jakub Jelen","2018-06-01","Autor",3
"Jakub Jelen","2018-07-01","Colaborador",2
"Jakub Jelen","2018-08-01","Colaborador",1
"Jakub Jelen","2018-09-01","Colaborador",1
"Jakub Jelen","2018-10-01","Colaborador",2
"Jakub Jelen","2018-11-01","Colaborador",2
"Jakub Jelen","2018-12-01","Colaborador",3
"Jakub Jelen","2019-01-01","Colaborador",1
"Jakub Jelen","2019-02-01","Colaborador",5
"Jakub Jelen","2019-05-01","Colaborador",1
"Jakub Jelen","2019-06-01","Colaborador",1
"Jakub Jelen","2019-09-01","Colaborador",2
"Jakub Jelen","2019-10-01","Colaborador",1
"Jakub Jelen","2019-11-01","Colaborador",1
"Jakub Jelen","2019-12-01","Colaborador",1
"Jakub Jelen","2020-01-01","Colaborador",1
"Jakub Jelen","2020-04-01","Colaborador",4
"Jakub Jelen","2020-05-01","Colaborador",1
"Jakub Jelen","2020-11-01","Colaborador",1
"Jakub Jelen","2021-01-01","Colaborador",1
"Jan-Niklas Burfeind","2018-08-01","Autor",1
"Jean-Philippe Garcia Ballester","2005-11-01","Autor",3
"Jean-Philippe Garcia Ballester","2006-07-01","Autor",1
"Jon Simons","2014-10-01","Autor",2
"Jon Simons","2014-10-01","Colaborador",2
"Jon Simons","2014-12-01","Autor",1
"Jon Simons","2017-07-01","Autor",1
"Jon Simons","2017-08-01","Colaborador",1
"Jon Simons","2017-09-01","Colaborador",1
"Jon Simons","2018-02-01","Colaborador",1
"Jon Simons","2018-05-01","Colaborador",1
"Jon Simons","2018-06-01","Colaborador",1
"Jon Simons","2019-02-01","Colaborador",1
"Jon Simons","2019-04-01","Colaborador",1
"Juraj Vijtiuk","2017-12-01","Autor",2
"Luka Perkov","2014-03-01","Autor",1
"Milo","2010-09-01","Autor",1
"Milo","2011-02-01","Autor",4
"Oliver Stoneberg","2011-05-01","Autor",1
"Sahana Prasad","2019-12-01","Autor",1
"Sahana Prasad","2020-01-01","Autor",1
"Sahana Prasad","2020-05-01","Autor",1
"Simo Sorce","2018-10-01","Autor",2
"Simo Sorce","2019-03-01","Autor",2
"Till Wimmer","2019-02-01","Autor",3
