"Data","Desenvolvedor","Classificacao","Especialista","Generalista","Misto","Total","Perc_Especialista","Perc_Generalista","Perc_Misto"
"2013-05-01","Lukasz Mierzwa","Misto",1,10,21,32,3.125,31.25,65.625
"2013-05-01","Unbit","Misto",1,10,21,32,3.125,31.25,65.625
"2013-06-01","Lukasz Mierzwa","Misto",1,10,21,32,3.125,31.25,65.625
"2013-06-01","Unbit","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-07-01","Guido Berhoerster","Generalista",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-07-01","Unbit","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-08-01","Unbit","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-09-01","Lukasz Mierzwa","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-09-01","Unbit","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-10-01","Lukasz Mierzwa","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-10-01","Riccardo Magliocchetti","Generalista",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-10-01","Unbit","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-11-01","Lukasz Mierzwa","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-11-01","Riccardo Magliocchetti","Generalista",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-11-01","Unbit","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-12-01","Lukasz Mierzwa","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-12-01","Riccardo Magliocchetti","Generalista",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2013-12-01","Unbit","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2014-01-01","Unbit","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2014-02-01","Unbit","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2014-03-01","Roberto De Ioris","Misto",1,11,21,33,3.03030303030303,33.3333333333333,63.6363636363636
"2014-03-01","Unbit","Misto",1,11,22,34,2.94117647058824,32.3529411764706,64.7058823529412
"2014-04-01","Getcwd","Misto",1,11,22,34,2.94117647058824,32.3529411764706,64.7058823529412
"2014-04-01","Unbit","Misto",1,11,22,34,2.94117647058824,32.3529411764706,64.7058823529412
"2014-05-01","Roberto De Ioris","Misto",1,11,22,34,2.94117647058824,32.3529411764706,64.7058823529412
"2014-05-01","Unbit","Misto",1,12,22,35,2.85714285714286,34.2857142857143,62.8571428571429
"2014-06-01","Marko Tiikkaja","Generalista",1,12,22,35,2.85714285714286,34.2857142857143,62.8571428571429
"2014-06-01","Unbit","Misto",1,12,22,35,2.85714285714286,34.2857142857143,62.8571428571429
"2014-07-01","Unbit","Misto",1,12,22,35,2.85714285714286,34.2857142857143,62.8571428571429
"2014-08-01","Mike Kaplinskiy","Generalista",1,13,22,36,2.77777777777778,36.1111111111111,61.1111111111111
"2014-08-01","Unbit","Misto",1,13,22,36,2.77777777777778,36.1111111111111,61.1111111111111
"2014-09-01","Unbit","Misto",1,13,22,36,2.77777777777778,36.1111111111111,61.1111111111111
"2014-10-01","Unbit","Misto",1,13,22,36,2.77777777777778,36.1111111111111,61.1111111111111
"2014-11-01","Unbit","Misto",1,13,22,36,2.77777777777778,36.1111111111111,61.1111111111111
"2014-12-01","Unbit","Misto",1,13,22,36,2.77777777777778,36.1111111111111,61.1111111111111
"2015-01-01","Riccardo Magliocchetti","Generalista",1,13,22,36,2.77777777777778,36.1111111111111,61.1111111111111
"2015-01-01","Unbit","Misto",1,14,22,37,2.7027027027027,37.8378378378378,59.4594594594595
"2015-02-01","Curtis Maloney","Generalista",1,14,22,37,2.7027027027027,37.8378378378378,59.4594594594595
"2015-02-01","Unbit","Misto",1,14,22,37,2.7027027027027,37.8378378378378,59.4594594594595
"2015-03-01","Unbit","Misto",1,14,22,37,2.7027027027027,37.8378378378378,59.4594594594595
"2015-04-01","Curtis Maloney","Generalista",1,14,22,37,2.7027027027027,37.8378378378378,59.4594594594595
"2015-04-01","Unbit","Misto",1,14,22,37,2.7027027027027,37.8378378378378,59.4594594594595
"2015-05-01","Riccardo Magliocchetti","Generalista",1,14,22,37,2.7027027027027,37.8378378378378,59.4594594594595
"2015-05-01","Unbit","Misto",1,15,22,38,2.63157894736842,39.4736842105263,57.8947368421053
"2015-06-01","Hleran","Generalista",1,15,22,38,2.63157894736842,39.4736842105263,57.8947368421053
"2015-06-01","Unbit","Misto",1,15,22,38,2.63157894736842,39.4736842105263,57.8947368421053
"2015-07-01","Hleran","Generalista",1,15,22,38,2.63157894736842,39.4736842105263,57.8947368421053
"2015-07-01","Unbit","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2015-08-01","Hleran","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2015-08-01","Unbit","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2015-09-01","Hleran","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2015-09-01","Unbit","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2015-10-01","Unbit","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2015-11-01","Hleran","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2015-11-01","Unbit","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2015-12-01","Hleran","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2015-12-01","Unbit","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2016-01-01","Hleran","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2016-02-01","Unbit","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2016-04-01","Hleran","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2016-05-01","Unbit","Misto",1,14,23,38,2.63157894736842,36.8421052631579,60.5263157894737
"2016-07-01","Felicity Tarnell","Misto",1,14,24,39,2.56410256410256,35.8974358974359,61.5384615384615
"2016-07-01","Unbit","Misto",1,14,24,39,2.56410256410256,35.8974358974359,61.5384615384615
"2016-08-01","Unbit","Misto",1,14,24,39,2.56410256410256,35.8974358974359,61.5384615384615
"2016-09-01","Unbit","Misto",1,14,24,39,2.56410256410256,35.8974358974359,61.5384615384615
"2016-11-01","Unbit","Misto",1,14,24,39,2.56410256410256,35.8974358974359,61.5384615384615
"2017-02-01","Unbit","Misto",1,14,24,39,2.56410256410256,35.8974358974359,61.5384615384615
"2017-03-01","Unbit","Misto",1,14,24,39,2.56410256410256,35.8974358974359,61.5384615384615
"2017-09-01","Unbit","Misto",1,14,24,39,2.56410256410256,35.8974358974359,61.5384615384615
"2017-11-01","Unbit","Misto",1,14,24,39,2.56410256410256,35.8974358974359,61.5384615384615
"2018-02-01","Paul J Stevens","Generalista",1,15,24,40,2.5,37.5,60
"2018-02-01","Unbit","Misto",1,15,24,40,2.5,37.5,60
"2018-03-01","Unbit","Misto",1,15,24,40,2.5,37.5,60
"2018-06-01","Unbit","Misto",1,15,24,40,2.5,37.5,60
"2018-07-01","Unbit","Misto",1,15,24,40,2.5,37.5,60
"2018-08-01","Unbit","Misto",1,15,24,40,2.5,37.5,60
"2019-03-01","Unbit","Misto",1,15,24,40,2.5,37.5,60
