"Desenvolvedor","Data","Classificacao_ownership","Major","Minor","Total"
"Unbit","2012-11-01","Major",29,2,31
"Lukasz Mierzwa","2012-12-01","Major",29,2,31
"Roberto De Ioris","2012-12-01","Major",28,3,31
"Unbit","2012-12-01","Major",28,3,31
"Unbit","2012-12-01","Minor",28,3,31
"Lukasz Mierzwa","2013-01-01","Major",28,3,31
"Roberto De Ioris","2013-01-01","Major",29,2,31
"Unbit","2013-01-01","Major",29,2,31
"Lukasz Mierzwa","2013-02-01","Major",29,2,31
"Unbit","2013-02-01","Major",29,2,31
"Lukasz Mierzwa","2013-03-01","Major",29,2,31
"Riccardo Magliocchetti","2013-03-01","Major",30,2,32
"Unbit","2013-03-01","Major",30,2,32
"Lukasz Mierzwa","2013-04-01","Major",30,2,32
"Unbit","2013-04-01","Major",30,2,32
"Lukasz Mierzwa","2013-05-01","Major",30,2,32
"Unbit","2013-05-01","Major",30,2,32
"Lukasz Mierzwa","2013-06-01","Major",30,2,32
"Unbit","2013-06-01","Major",31,2,33
"Guido Berhoerster","2013-07-01","Major",31,2,33
"Unbit","2013-07-01","Major",31,2,33
"Unbit","2013-08-01","Major",31,2,33
"Lukasz Mierzwa","2013-09-01","Major",31,2,33
"Unbit","2013-09-01","Major",31,2,33
"Lukasz Mierzwa","2013-10-01","Major",31,2,33
"Riccardo Magliocchetti","2013-10-01","Major",31,2,33
"Unbit","2013-10-01","Major",31,2,33
"Lukasz Mierzwa","2013-11-01","Major",31,2,33
"Riccardo Magliocchetti","2013-11-01","Major",31,2,33
"Unbit","2013-11-01","Major",31,2,33
"Lukasz Mierzwa","2013-12-01","Major",31,2,33
"Riccardo Magliocchetti","2013-12-01","Major",31,2,33
"Unbit","2013-12-01","Major",31,2,33
"Unbit","2014-01-01","Major",31,2,33
"Unbit","2014-02-01","Major",31,2,33
"Roberto De Ioris","2014-03-01","Major",31,2,33
"Unbit","2014-03-01","Major",32,2,34
"Getcwd","2014-04-01","Major",32,2,34
"Unbit","2014-04-01","Major",32,2,34
"Roberto De Ioris","2014-05-01","Major",32,2,34
"Unbit","2014-05-01","Major",33,2,35
"Marko Tiikkaja","2014-06-01","Major",33,2,35
"Unbit","2014-06-01","Major",33,2,35
"Unbit","2014-07-01","Major",33,2,35
"Mike Kaplinskiy","2014-08-01","Major",34,2,36
"Unbit","2014-08-01","Major",34,2,36
"Unbit","2014-09-01","Major",34,2,36
"Unbit","2014-10-01","Major",34,2,36
"Unbit","2014-11-01","Major",34,2,36
"Unbit","2014-12-01","Major",34,2,36
"Riccardo Magliocchetti","2015-01-01","Major",34,2,36
"Unbit","2015-01-01","Major",35,2,37
"Curtis Maloney","2015-02-01","Major",35,2,37
"Unbit","2015-02-01","Major",35,2,37
"Unbit","2015-03-01","Major",35,2,37
"Curtis Maloney","2015-04-01","Major",35,2,37
"Unbit","2015-04-01","Major",35,2,37
"Riccardo Magliocchetti","2015-05-01","Major",35,2,37
"Unbit","2015-05-01","Major",36,2,38
"Hleran","2015-06-01","Major",36,2,38
"Unbit","2015-06-01","Major",36,2,38
"Hleran","2015-07-01","Major",36,2,38
"Unbit","2015-07-01","Major",36,2,38
"Hleran","2015-08-01","Major",36,2,38
"Unbit","2015-08-01","Major",36,2,38
"Hleran","2015-09-01","Major",36,2,38
"Unbit","2015-09-01","Major",36,2,38
"Unbit","2015-10-01","Major",36,2,38
"Hleran","2015-11-01","Major",36,2,38
"Unbit","2015-11-01","Major",36,2,38
"Hleran","2015-12-01","Major",36,2,38
"Unbit","2015-12-01","Major",36,2,38
"Hleran","2016-01-01","Major",36,2,38
"Unbit","2016-02-01","Major",36,2,38
"Hleran","2016-04-01","Major",36,2,38
"Unbit","2016-05-01","Major",36,2,38
"Felicity Tarnell","2016-07-01","Major",37,2,39
"Unbit","2016-07-01","Major",37,2,39
"Unbit","2016-08-01","Major",37,2,39
"Unbit","2016-09-01","Major",37,2,39
"Unbit","2016-11-01","Major",37,2,39
"Unbit","2017-02-01","Major",37,2,39
"Unbit","2017-03-01","Major",37,2,39
"Unbit","2017-09-01","Major",37,2,39
"Unbit","2017-11-01","Major",37,2,39
"Paul J Stevens","2018-02-01","Major",38,2,40
"Unbit","2018-02-01","Major",38,2,40
"Unbit","2018-03-01","Major",38,2,40
"Unbit","2018-06-01","Major",38,2,40
"Unbit","2018-07-01","Major",38,2,40
"Unbit","2018-08-01","Major",38,2,40
"Unbit","2019-03-01","Major",38,2,40
